Name,Price,Model_Year,Mileage,Registered ,Engine_Type,Transmission,Assembly,Body_Type,Color,Engine_Capacity,Anti_lock_Braking_System,Air_Bags,Air_conditioning,Alloy_Rims,Climate_Control,Toolbox,Cruise_Control,Front_Camera,Heated_Seats,KeyLess_Entry,Navigation_System,Power_Locks,Power_Mirrors,Power_Steering,Power_Windows,Rear_AC_Vents,Rear_Camera,Rear_seat_Entertainment,Rear_Speakers,Steering_Switches,Sun_Roof
Honda Vezel Hybrid Z  ,4000000,2015,41500,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4975000,2017,35839,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3450000,2015,85000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3500000,2015,175816,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2015,21000,0,Hybrid,1,1,Crossover,Indigo,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4350000,2015,65000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3850000,2015,77500,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2015,81000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3550000,2015,92000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2015,46950,1,Hybrid,1,1,Crossover,Maroon,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4500000,2015,30000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2015,73000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2015,48000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0
Honda Vezel Hybrid Z  ,4650000,2015,10500,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,54000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2015,46500,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2014,47000,1,Hybrid,1,1,Crossover,Silver,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2014,78000,1,Hybrid,1,1,Crossover,Grey,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3650000,2015,80900,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3650000,2015,48000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3590000,2015,39800,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3150000,2014,90000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2016,38000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,4150000,2015,41000,0,Hybrid,1,1,Crossover,Green,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4350000,2015,74000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4200000,2014,49000,0,Hybrid,1,1,Crossover,Silver,1500,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3550000,2015,64000,1,Hybrid,1,1,Crossover,Burgundy,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2014,87117,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3300000,2014,65000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3670000,2014,73354,0,Hybrid,1,1,Crossover,Grey,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3000000,2014,40000,1,Hybrid,1,1,Crossover,Maroon,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2015,65000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2014,61000,0,Hybrid,1,1,Crossover,Blue,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3300000,2015,20000,0,Hybrid,1,1,Crossover,Maroon,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,3950000,2014,45000,1,Hybrid,1,1,Crossover,Orange,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,3850000,2014,40434,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2014,44000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3900000,2014,56670,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3875000,2014,33250,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4050000,2015,45000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4250000,2014,36000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3700000,2014,95000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3485000,2014,68304,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3350000,2014,55000,1,Hybrid,1,1,Crossover,Grey,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,90000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3250000,2014,71000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3700000,2014,26500,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3390000,2014,78000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3750000,2015,66000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3950000,2014,114000,1,Hybrid,1,1,Crossover,Green,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,74000,1,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2015,49000,1,Hybrid,1,1,Crossover,Silver,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4075000,2015,52500,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3850000,2015,78170,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2015,53000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2014,88223,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2014,55000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,,2014,54000,1,Hybrid,1,1,Crossover,Grey,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4300000,2016,38000,0,Hybrid,1,1,Crossover,Silver,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3000000,2014,80000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3320000,2015,145000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3900000,2014,28000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,40000,1,Hybrid,1,1,Crossover,Blue,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,4950000,2016,8260,0,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4600000,2015,25000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3675000,2015,60000,1,Hybrid,1,1,Crossover,Unlisted,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4150000,2015,50000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4200000,2015,30000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4400000,2015,29653,0,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda Vezel Hybrid Z  ,4850000,2015,25257,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4850000,2015,10228,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0
Honda Vezel Hybrid Z  ,3950000,2015,52000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4600000,2015,45000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,3200000,2013,57000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4200000,2015,42000,1,Hybrid,1,1,Crossover,Red,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2014,56000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2015,60000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3699000,2014,82949,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4499000,2017,33982,0,Hybrid,1,1,Crossover,Bronze,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3500000,2015,93250,1,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2014,47000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4200000,2015,26045,0,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4050000,2015,9300,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4100000,2015,67600,0,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,5100000,2016,35000,0,Hybrid,1,1,Crossover,Purple,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3950000,2015,81200,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3500000,2014,95308,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,4000000,2014,85000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2014,104000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2015,76000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3300000,2014,83000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3780000,2016,60000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,4180000,2015,79000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3265000,2014,98000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3750000,2015,70000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4200000,2016,35000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3350000,2014,28000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3500000,2016,110000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,,2015,71000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4225000,2014,34000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,27000,0,Hybrid,1,1,Crossover,Green,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3400000,2014,64000,1,Hybrid,1,1,Crossover,Red,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2019,140000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3900000,2015,27600,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3700000,2014,56662,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,2,1,0
Honda Vezel Hybrid Z  ,4100000,2014,68000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,120000,1,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2015,45000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3650000,2015,92000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3980000,2015,40000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3850000,2014,45000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3500000,2015,80000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2015,58000,1,Hybrid,1,1,Crossover,Maroon,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3575000,2014,118000,0,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2014,45000,0,Hybrid,1,1,Crossover,Purple,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2015,70000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3900000,2015,65000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3400000,2015,89000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3600000,2014,50000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4400000,2015,48783,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3700000,2015,100000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3260000,2014,65796,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4150000,2016,65000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3655000,2015,46000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3999000,2016,61000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,3900000,2014,29000,0,Hybrid,1,1,Crossover,Grey,1500,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,2,1,0
Honda Vezel Hybrid Z  ,3800000,2014,25000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3660000,2014,50000,1,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4200000,2016,80000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4250000,2017,52000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3225000,2014,58000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3800000,2014,47000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3450000,2014,85000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,4000000,2014,39000,0,Hybrid,1,1,Crossover,White,1500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda Vezel Hybrid Z  ,4700000,2018,44000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4700000,2016,49000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,6000000,2019,10000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3450000,2014,85000,1,Hybrid,1,1,Crossover,Burgundy,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3650000,2015,96000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3690000,2016,71000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3900000,2015,49200,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3750000,2015,50000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0
Honda Vezel Hybrid Z  ,3650000,2014,39000,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3150000,2014,115000,1,Hybrid,1,1,Crossover,Blue,1500,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4400000,2015,44600,0,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3595000,2015,76000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2014,28000,1,Hybrid,1,1,Crossover,Assembly,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,4000000,2015,66000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3250000,2014,58000,1,Hybrid,1,1,Crossover,White,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda Vezel Hybrid Z  ,3450000,2014,50000,1,Hybrid,1,1,Crossover,Black,1500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
